store_location,product_detail,month,units,share_in_month
Hell's Kitchen,Our Old Time Diner Blend,2023-05,21,0.0013171098845960864
Hell's Kitchen,Our Old Time Diner Blend,2023-06,22,0.001284746554543331
Hell's Kitchen,Our Old Time Diner Blend Lg,2023-01,147,0.01762589928057554
Hell's Kitchen,Our Old Time Diner Blend Lg,2023-02,143,0.0180168829532569
Hell's Kitchen,Our Old Time Diner Blend Lg,2023-03,210,0.020592272994704845
Hell's Kitchen,Our Old Time Diner Blend Lg,2023-04,245,0.020091848450057407
Hell's Kitchen,Our Old Time Diner Blend Lg,2023-05,264,0.01655795283492223
Hell's Kitchen,Our Old Time Diner Blend Lg,2023-06,332,0.019387993459472085
Hell's Kitchen,Our Old Time Diner Blend Rg,2023-01,150,0.017985611510791366
Hell's Kitchen,Our Old Time Diner Blend Rg,2023-02,167,0.021040695476880433
Hell's Kitchen,Our Old Time Diner Blend Rg,2023-03,215,0.021082565208864482
Hell's Kitchen,Our Old Time Diner Blend Rg,2023-04,251,0.020583893718222078
Hell's Kitchen,Our Old Time Diner Blend Rg,2023-05,314,0.019693928750627195
Hell's Kitchen,Our Old Time Diner Blend Rg,2023-06,354,0.020672740014015416
Hell's Kitchen,Our Old Time Diner Blend Sm,2023-01,180,0.02158273381294964
Hell's Kitchen,Our Old Time Diner Blend Sm,2023-02,179,0.0225526017386922
Hell's Kitchen,Our Old Time Diner Blend Sm,2023-03,200,0.019611688566385566
Hell's Kitchen,Our Old Time Diner Blend Sm,2023-04,261,0.021403969165163194
Hell's Kitchen,Our Old Time Diner Blend Sm,2023-05,350,0.02195183140993477
Hell's Kitchen,Our Old Time Diner Blend Sm,2023-06,380,0.02219107685120299
Hell's Kitchen,Ouro Brasileiro shot,2023-01,226,0.027098321342925658
Hell's Kitchen,Ouro Brasileiro shot,2023-02,225,0.028348242408970645
Hell's Kitchen,Ouro Brasileiro shot,2023-03,265,0.025985487350460874
Hell's Kitchen,Ouro Brasileiro shot,2023-04,317,0.02599639166803346
Hell's Kitchen,Ouro Brasileiro shot,2023-05,386,0.024209734069242348
Hell's Kitchen,Ouro Brasileiro shot,2023-06,435,0.02540294323756132
Hell's Kitchen,Peppermint,2023-01,9,0.001079136690647482
Hell's Kitchen,Peppermint,2023-02,7,0.0008819453193901979
Hell's Kitchen,Peppermint,2023-03,9,0.0008825259854873505
Hell's Kitchen,Peppermint,2023-04,12,0.0009840905363293422
Hell's Kitchen,Peppermint,2023-05,11,0.0006899147014550928
Hell's Kitchen,Peppermint,2023-06,13,0.0007591684185937865
Hell's Kitchen,Peppermint Lg,2023-01,172,0.02062350119904077
Hell's Kitchen,Peppermint Lg,2023-02,136,0.0171349376338667
Hell's Kitchen,Peppermint Lg,2023-03,195,0.019121396352225928
Hell's Kitchen,Peppermint Lg,2023-04,231,0.01894374282433984
Hell's Kitchen,Peppermint Lg,2023-05,288,0.01806322127446061
Hell's Kitchen,Peppermint Lg,2023-06,324,0.0189208128941836
Hell's Kitchen,Peppermint Rg,2023-01,183,0.02194244604316547
Hell's Kitchen,Peppermint Rg,2023-02,179,0.0225526017386922
Hell's Kitchen,Peppermint Rg,2023-03,195,0.019121396352225928
Hell's Kitchen,Peppermint Rg,2023-04,224,0.018369690011481057
Hell's Kitchen,Peppermint Rg,2023-05,310,0.019443050677370798
Hell's Kitchen,Peppermint Rg,2023-06,305,0.01781125905162345
Hell's Kitchen,Primo Espresso Roast,2023-01,12,0.0014388489208633094
Hell's Kitchen,Primo Espresso Roast,2023-02,10,0.0012599218848431397
Hell's Kitchen,Primo Espresso Roast,2023-03,11,0.0010786428711512062
Hell's Kitchen,Primo Espresso Roast,2023-04,10,0.0008200754469411186
Hell's Kitchen,Primo Espresso Roast,2023-05,15,0.0009407927747114902
Hell's Kitchen,Primo Espresso Roast,2023-06,15,0.0008759635599159075
Hell's Kitchen,Scottish Cream Scone ,2023-01,85,0.010191846522781775
Hell's Kitchen,Scottish Cream Scone ,2023-02,88,0.01108731258661963
Hell's Kitchen,Scottish Cream Scone ,2023-03,107,0.010492253383016278
Hell's Kitchen,Scottish Cream Scone ,2023-04,134,0.01098901098901099
Hell's Kitchen,Scottish Cream Scone ,2023-05,183,0.01147767185148018
Hell's Kitchen,Scottish Cream Scone ,2023-06,184,0.010745153001635132
Hell's Kitchen,Serenity Green Tea,2023-01,6,0.0007194244604316547
Hell's Kitchen,Serenity Green Tea,2023-02,5,0.0006299609424215699
Hell's Kitchen,Serenity Green Tea,2023-03,4,0.0003922337713277113
Hell's Kitchen,Serenity Green Tea,2023-04,10,0.0008200754469411186
Hell's Kitchen,Serenity Green Tea,2023-05,9,0.0005644756648268941
Hell's Kitchen,Serenity Green Tea,2023-06,10,0.000583975706610605
Hell's Kitchen,Serenity Green Tea Lg,2023-01,172,0.02062350119904077
Hell's Kitchen,Serenity Green Tea Lg,2023-02,167,0.021040695476880433
Hell's Kitchen,Serenity Green Tea Lg,2023-03,204,0.020003922337713278
Hell's Kitchen,Serenity Green Tea Lg,2023-04,216,0.01771362965392816
Hell's Kitchen,Serenity Green Tea Lg,2023-05,329,0.020634721525338684
Hell's Kitchen,Serenity Green Tea Lg,2023-06,317,0.01851202989955618
Hell's Kitchen,Serenity Green Tea Rg,2023-01,211,0.025299760191846522
Hell's Kitchen,Serenity Green Tea Rg,2023-02,185,0.023308554869598083
Hell's Kitchen,Serenity Green Tea Rg,2023-03,207,0.02029809766620906
Hell's Kitchen,Serenity Green Tea Rg,2023-04,289,0.023700180416598327
Hell's Kitchen,Serenity Green Tea Rg,2023-05,348,0.021826392373306573
Hell's Kitchen,Serenity Green Tea Rg,2023-06,361,0.02108152300864284
Hell's Kitchen,Spicy Eye Opener Chai,2023-01,2,0.00023980815347721823
Hell's Kitchen,Spicy Eye Opener Chai,2023-02,8,0.0010079375078745117
Hell's Kitchen,Spicy Eye Opener Chai,2023-03,3,0.0002941753284957835
Hell's Kitchen,Spicy Eye Opener Chai,2023-04,6,0.0004920452681646711
Hell's Kitchen,Spicy Eye Opener Chai,2023-05,5,0.00031359759157049673
Hell's Kitchen,Spicy Eye Opener Chai,2023-06,11,0.0006423732772716655
Hell's Kitchen,Spicy Eye Opener Chai Lg,2023-01,161,0.019304556354916066
Hell's Kitchen,Spicy Eye Opener Chai Lg,2023-02,154,0.019402797026584352
Hell's Kitchen,Spicy Eye Opener Chai Lg,2023-03,221,0.02167091586585605
Hell's Kitchen,Spicy Eye Opener Chai Lg,2023-04,244,0.020009840905363292
Hell's Kitchen,Spicy Eye Opener Chai Lg,2023-05,310,0.019443050677370798
Hell's Kitchen,Spicy Eye Opener Chai Lg,2023-06,315,0.01839523475823406
Hell's Kitchen,Spicy Eye Opener Chai Rg,2023-01,170,0.02038369304556355
Hell's Kitchen,Spicy Eye Opener Chai Rg,2023-02,160,0.020158750157490236
Hell's Kitchen,Spicy Eye Opener Chai Rg,2023-03,189,0.01853304569523436
Hell's Kitchen,Spicy Eye Opener Chai Rg,2023-04,223,0.018287682466786945
Hell's Kitchen,Spicy Eye Opener Chai Rg,2023-05,309,0.0193803311590567
Hell's Kitchen,Spicy Eye Opener Chai Rg,2023-06,325,0.018979210464844663
Hell's Kitchen,Sugar Free Vanilla syrup,2023-01,89,0.010671462829736212
Hell's Kitchen,Sugar Free Vanilla syrup,2023-02,105,0.013229179790852967
Hell's Kitchen,Sugar Free Vanilla syrup,2023-03,120,0.011767013139831339
Hell's Kitchen,Sugar Free Vanilla syrup,2023-04,151,0.01238313924881089
Hell's Kitchen,Sugar Free Vanilla syrup,2023-05,209,0.013108379327646764
Hell's Kitchen,Sugar Free Vanilla syrup,2023-06,223,0.013022658257416492
Hell's Kitchen,Sustainably Grown Organic,2023-01,10,0.001199040767386091
Hell's Kitchen,Sustainably Grown Organic,2023-02,5,0.0006299609424215699
Hell's Kitchen,Sustainably Grown Organic,2023-03,10,0.0009805844283192783
Hell's Kitchen,Sustainably Grown Organic,2023-04,18,0.0014761358044940135
Hell's Kitchen,Sustainably Grown Organic,2023-05,18,0.0011289513296537882
Hell's Kitchen,Sustainably Grown Organic,2023-06,21,0.0012263489838822705
Hell's Kitchen,Sustainably Grown Organic Lg,2023-01,179,0.021462829736211032
Hell's Kitchen,Sustainably Grown Organic Lg,2023-02,177,0.022300617361723573
Hell's Kitchen,Sustainably Grown Organic Lg,2023-03,215,0.021082565208864482
Hell's Kitchen,Sustainably Grown Organic Lg,2023-04,259,0.02123995407577497
Hell's Kitchen,Sustainably Grown Organic Lg,2023-05,354,0.02220270948319117
Hell's Kitchen,Sustainably Grown Organic Lg,2023-06,359,0.02096472786732072
Hell's Kitchen,Sustainably Grown Organic Rg,2023-01,156,0.01870503597122302
Hell's Kitchen,Sustainably Grown Organic Rg,2023-02,166,0.02091470328839612
Hell's Kitchen,Sustainably Grown Organic Rg,2023-03,179,0.017552461266915082
Hell's Kitchen,Sustainably Grown Organic Rg,2023-04,240,0.019681810726586847
Hell's Kitchen,Sustainably Grown Organic Rg,2023-05,304,0.019066733567486203
Hell's Kitchen,Sustainably Grown Organic Rg,2023-06,369,0.021548703573931325
Hell's Kitchen,Traditional Blend Chai,2023-01,4,0.00047961630695443646
Hell's Kitchen,Traditional Blend Chai,2023-02,5,0.0006299609424215699
Hell's Kitchen,Traditional Blend Chai,2023-03,10,0.0009805844283192783
Hell's Kitchen,Traditional Blend Chai,2023-04,13,0.0010660980810234541
Hell's Kitchen,Traditional Blend Chai,2023-05,23,0.001442548921224285
Hell's Kitchen,Traditional Blend Chai,2023-06,23,0.0013431441252043915
Hell's Kitchen,Traditional Blend Chai Lg,2023-01,172,0.02062350119904077
Hell's Kitchen,Traditional Blend Chai Lg,2023-02,150,0.018898828272647095
Hell's Kitchen,Traditional Blend Chai Lg,2023-03,188,0.018434987252402432
Hell's Kitchen,Traditional Blend Chai Lg,2023-04,277,0.022716089880268985
Hell's Kitchen,Traditional Blend Chai Lg,2023-05,313,0.019631209232313096
Hell's Kitchen,Traditional Blend Chai Lg,2023-06,353,0.020614342443354357
Hell's Kitchen,Traditional Blend Chai Rg,2023-01,171,0.02050359712230216
Hell's Kitchen,Traditional Blend Chai Rg,2023-02,159,0.020032757969005922
Hell's Kitchen,Traditional Blend Chai Rg,2023-03,210,0.020592272994704845
Hell's Kitchen,Traditional Blend Chai Rg,2023-04,254,0.020829916352304412
Hell's Kitchen,Traditional Blend Chai Rg,2023-05,373,0.023394380331159058
Hell's Kitchen,Traditional Blend Chai Rg,2023-06,352,0.020555944872693296
Lower Manhattan,Almond Croissant,2023-01,72,0.008728330706752333
Lower Manhattan,Almond Croissant,2023-02,71,0.008993033565547814
Lower Manhattan,Almond Croissant,2023-03,86,0.008423939661083358
Lower Manhattan,Almond Croissant,2023-04,108,0.00881704628949302
Lower Manhattan,Almond Croissant,2023-05,145,0.008964451313755796
Lower Manhattan,Almond Croissant,2023-06,160,0.009431181844974948
Lower Manhattan,Brazilian - Organic,2023-01,14,0.0016971754152018427
Lower Manhattan,Brazilian - Organic,2023-02,8,0.001013299556681444
Lower Manhattan,Brazilian - Organic,2023-03,11,0.0010774806543246156
Lower Manhattan,Brazilian - Organic,2023-04,17,0.0013878683974201977
Lower Manhattan,Brazilian - Organic,2023-05,19,0.0011746522411128285
Lower Manhattan,Brazilian - Organic,2023-06,23,0.001355732390215149
Lower Manhattan,Brazilian Lg,2023-01,179,0.021699599951509274
Lower Manhattan,Brazilian Lg,2023-02,151,0.019126029132362256
Lower Manhattan,Brazilian Lg,2023-03,178,0.017435596042707415
Lower Manhattan,Brazilian Lg,2023-04,240,0.01959343619887338
Lower Manhattan,Brazilian Lg,2023-05,295,0.018238021638330756
Lower Manhattan,Brazilian Lg,2023-06,306,0.01803713527851459
Lower Manhattan,Brazilian Rg,2023-01,153,0.018547702751848708
Lower Manhattan,Brazilian Rg,2023-02,148,0.018746041798606713
Lower Manhattan,Brazilian Rg,2023-03,219,0.02145166029973553
Lower Manhattan,Brazilian Rg,2023-04,237,0.01934851824638746
Lower Manhattan,Brazilian Rg,2023-05,324,0.020030911901081916
Lower Manhattan,Brazilian Rg,2023-06,326,0.019216033009136456
Lower Manhattan,Brazilian Sm,2023-01,164,0.01988119772093587
Lower Manhattan,Brazilian Sm,2023-02,155,0.019632678910702975
Lower Manhattan,Brazilian Sm,2023-03,169,0.016554020961896367
Lower Manhattan,Brazilian Sm,2023-04,242,0.01975671483386399
Lower Manhattan,Brazilian Sm,2023-05,321,0.019845440494590416
Lower Manhattan,Brazilian Sm,2023-06,343,0.020218096080165046
Lower Manhattan,Cappuccino,2023-01,169,0.020487331797793672
Lower Manhattan,Cappuccino,2023-02,137,0.01735275490816973
Lower Manhattan,Cappuccino,2023-03,203,0.019884415711626996
Lower Manhattan,Cappuccino,2023-04,241,0.019675075516368684
Lower Manhattan,Cappuccino,2023-05,297,0.018361669242658425
Lower Manhattan,Cappuccino,2023-06,323,0.019039198349543176
Lower Manhattan,Cappuccino Lg,2023-01,142,0.017214207782761545
Lower Manhattan,Cappuccino Lg,2023-02,157,0.019886003799873337
Lower Manhattan,Cappuccino Lg,2023-03,197,0.019296698991086297
Lower Manhattan,Cappuccino Lg,2023-04,226,0.018450485753939098
Lower Manhattan,Cappuccino Lg,2023-05,346,0.021391035548686245
Lower Manhattan,Cappuccino Lg,2023-06,344,0.02027704096669614
Lower Manhattan,Carmel syrup,2023-01,140,0.016971754152018428
Lower Manhattan,Carmel syrup,2023-02,119,0.01507283090563648
Lower Manhattan,Carmel syrup,2023-03,145,0.014203154079733568
Lower Manhattan,Carmel syrup,2023-04,193,0.015756388276594008
Lower Manhattan,Carmel syrup,2023-05,250,0.015455950540958269
Lower Manhattan,Carmel syrup,2023-06,251,0.01479516651930445
Lower Manhattan,Chili Mayan,2023-01,6,0.0007273608922293612
Lower Manhattan,Chili Mayan,2023-02,6,0.0007599746675110829
Lower Manhattan,Chili Mayan,2023-03,5,0.0004897639337839161
Lower Manhattan,Chili Mayan,2023-04,11,0.0008980324924483631
Lower Manhattan,Chili Mayan,2023-05,10,0.0006182380216383308
Lower Manhattan,Chili Mayan,2023-06,14,0.000825228411435308
Lower Manhattan,Chocolate Chip Biscotti,2023-01,69,0.008364650260637653
Lower Manhattan,Chocolate Chip Biscotti,2023-02,80,0.01013299556681444
Lower Manhattan,Chocolate Chip Biscotti,2023-03,93,0.00910960916838084
Lower Manhattan,Chocolate Chip Biscotti,2023-04,129,0.010531471956894441
Lower Manhattan,Chocolate Chip Biscotti,2023-05,176,0.01088098918083462
Lower Manhattan,Chocolate Chip Biscotti,2023-06,179,0.010551134689065723
Lower Manhattan,Chocolate Croissant,2023-01,117,0.014183537398472543
Lower Manhattan,Chocolate Croissant,2023-02,110,0.013932868904369854
Lower Manhattan,Chocolate Croissant,2023-03,153,0.014986776373787834
Lower Manhattan,Chocolate Croissant,2023-04,181,0.014776716466650339
Lower Manhattan,Chocolate Croissant,2023-05,235,0.014528593508500772
Lower Manhattan,Chocolate Croissant,2023-06,235,0.013852048334806955
Lower Manhattan,Chocolate syrup,2023-01,143,0.017335434598133106
Lower Manhattan,Chocolate syrup,2023-02,98,0.012412919569347688
Lower Manhattan,Chocolate syrup,2023-03,154,0.015084729160544617
Lower Manhattan,Chocolate syrup,2023-04,192,0.015674748959098702
Lower Manhattan,Chocolate syrup,2023-05,246,0.015208655332302937
Lower Manhattan,Chocolate syrup,2023-06,266,0.015679339817270852
Lower Manhattan,Civet Cat,2023-01,3,0.0003636804461146806
Lower Manhattan,Civet Cat,2023-02,8,0.001013299556681444
Lower Manhattan,Civet Cat,2023-03,8,0.0007836222940542658
Lower Manhattan,Civet Cat,2023-04,6,0.0004898359049718344
Lower Manhattan,Civet Cat,2023-05,12,0.0007418856259659969
Lower Manhattan,Civet Cat,2023-06,14,0.000825228411435308
Lower Manhattan,Columbian Medium Roast,2023-01,2,0.0002424536307431204
Lower Manhattan,Columbian Medium Roast,2023-02,7,0.0008866371120962635
Lower Manhattan,Columbian Medium Roast,2023-03,4,0.0003918111470271329
Lower Manhattan,Columbian Medium Roast,2023-04,6,0.0004898359049718344
Lower Manhattan,Columbian Medium Roast,2023-05,10,0.0006182380216383308
Lower Manhattan,Columbian Medium Roast,2023-06,8,0.0004715590922487474
Lower Manhattan,Columbian Medium Roast Lg,2023-01,155,0.01879015638259183
Lower Manhattan,Columbian Medium Roast Lg,2023-02,168,0.021279290690310322
Lower Manhattan,Columbian Medium Roast Lg,2023-03,217,0.021255754726221963
Lower Manhattan,Columbian Medium Roast Lg,2023-04,234,0.019103600293901544
Lower Manhattan,Columbian Medium Roast Lg,2023-05,311,0.019227202472952086
Lower Manhattan,Columbian Medium Roast Lg,2023-06,365,0.0215148835838491
Lower Manhattan,Columbian Medium Roast Rg,2023-01,193,0.023396775366711118
Lower Manhattan,Columbian Medium Roast Rg,2023-02,151,0.019126029132362256
Lower Manhattan,Columbian Medium Roast Rg,2023-03,214,0.02096189636595161
Lower Manhattan,Columbian Medium Roast Rg,2023-04,244,0.0199199934688546
Lower Manhattan,Columbian Medium Roast Rg,2023-05,338,0.02089644513137558
Lower Manhattan,Columbian Medium Roast Rg,2023-06,383,0.022575891541408783
Lower Manhattan,Columbian Medium Roast Sm,2023-01,143,0.017335434598133106
Lower Manhattan,Columbian Medium Roast Sm,2023-02,135,0.017099430018999367
Lower Manhattan,Columbian Medium Roast Sm,2023-03,158,0.01547654030757175
Lower Manhattan,Columbian Medium Roast Sm,2023-04,225,0.018368846436443792
Lower Manhattan,Columbian Medium Roast Sm,2023-05,254,0.0157032457496136
Lower Manhattan,Columbian Medium Roast Sm,2023-06,302,0.017801355732390216
Lower Manhattan,Cranberry Scone,2023-01,86,0.010425506121954177
Lower Manhattan,Cranberry Scone,2023-02,79,0.010006333122229259
Lower Manhattan,Cranberry Scone,2023-03,98,0.009599373102164757
Lower Manhattan,Cranberry Scone,2023-04,122,0.0099599967344273
Lower Manhattan,Cranberry Scone,2023-05,152,0.009397217928902628
Lower Manhattan,Cranberry Scone,2023-06,150,0.008841732979664015
Lower Manhattan,Croissant,2023-01,85,0.010304279306582616
Lower Manhattan,Croissant,2023-02,84,0.010639645345155161
Lower Manhattan,Croissant,2023-03,101,0.009893231462435106
Lower Manhattan,Croissant,2023-04,125,0.010204914686913218
Lower Manhattan,Croissant,2023-05,169,0.01044822256568779
Lower Manhattan,Croissant,2023-06,172,0.01013852048334807
Lower Manhattan,Dark chocolate,2023-01,3,0.0003636804461146806
Lower Manhattan,Dark chocolate,2023-02,6,0.0007599746675110829
Lower Manhattan,Dark chocolate,2023-03,6,0.0005877167205406994
Lower Manhattan,Dark chocolate,2023-04,8,0.000653114539962446
Lower Manhattan,Dark chocolate,2023-05,10,0.0006182380216383308
Lower Manhattan,Dark chocolate,2023-06,6,0.00035366931918656057
Lower Manhattan,Dark chocolate Lg,2023-01,165,0.02000242453630743
Lower Manhattan,Dark chocolate Lg,2023-02,164,0.020772640911969602
Lower Manhattan,Dark chocolate Lg,2023-03,214,0.02096189636595161
Lower Manhattan,Dark chocolate Lg,2023-04,251,0.02049146869132174
Lower Manhattan,Dark chocolate Lg,2023-05,318,0.019659969088098916
Lower Manhattan,Dark chocolate Lg,2023-06,349,0.020571765399351606
Lower Manhattan,Dark chocolate Rg,2023-01,140,0.016971754152018428
Lower Manhattan,Dark chocolate Rg,2023-02,141,0.017859404686510448
Lower Manhattan,Dark chocolate Rg,2023-03,179,0.017533548829464198
Lower Manhattan,Dark chocolate Rg,2023-04,193,0.015756388276594008
Lower Manhattan,Dark chocolate Rg,2023-05,283,0.01749613601236476
Lower Manhattan,Dark chocolate Rg,2023-06,295,0.017388741526672562
Lower Manhattan,Earl Grey,2023-01,4,0.0004849072614862408
Lower Manhattan,Earl Grey,2023-02,8,0.001013299556681444
Lower Manhattan,Earl Grey,2023-03,8,0.0007836222940542658
Lower Manhattan,Earl Grey,2023-04,7,0.0005714752224671402
Lower Manhattan,Earl Grey,2023-05,7,0.00043276661514683154
Lower Manhattan,Earl Grey,2023-06,7,0.000412614205717654
Lower Manhattan,Earl Grey Lg,2023-01,184,0.022305734028367073
Lower Manhattan,Earl Grey Lg,2023-02,177,0.02241925269157695
Lower Manhattan,Earl Grey Lg,2023-03,228,0.022333235380546577
Lower Manhattan,Earl Grey Lg,2023-04,243,0.019838354151359296
Lower Manhattan,Earl Grey Lg,2023-05,329,0.02034003091190108
Lower Manhattan,Earl Grey Lg,2023-06,343,0.020218096080165046
Lower Manhattan,Earl Grey Rg,2023-01,161,0.01951751727482119
Lower Manhattan,Earl Grey Rg,2023-02,163,0.02064597846738442
Lower Manhattan,Earl Grey Rg,2023-03,198,0.01939465177784308
Lower Manhattan,Earl Grey Rg,2023-04,249,0.02032819005633113
Lower Manhattan,Earl Grey Rg,2023-05,348,0.02151468315301391
Lower Manhattan,Earl Grey Rg,2023-06,342,0.020159151193633953
Lower Manhattan,English Breakfast,2023-01,8,0.0009698145229724816
Lower Manhattan,English Breakfast,2023-02,9,0.0011399620012666244
Lower Manhattan,English Breakfast,2023-03,10,0.0009795278675678322
Lower Manhattan,English Breakfast,2023-04,9,0.0007347538574577516
Lower Manhattan,English Breakfast,2023-05,10,0.0006182380216383308
Lower Manhattan,English Breakfast,2023-06,12,0.0007073386383731211
Lower Manhattan,English Breakfast Lg,2023-01,163,0.01975997090556431
Lower Manhattan,English Breakfast Lg,2023-02,163,0.02064597846738442
Lower Manhattan,English Breakfast Lg,2023-03,202,0.019786462924870213
Lower Manhattan,English Breakfast Lg,2023-04,219,0.017879010531471957
Lower Manhattan,English Breakfast Lg,2023-05,329,0.02034003091190108
Lower Manhattan,English Breakfast Lg,2023-06,316,0.018626584143825523
Lower Manhattan,English Breakfast Rg,2023-01,161,0.01951751727482119
Lower Manhattan,English Breakfast Rg,2023-02,173,0.021912602913236226
Lower Manhattan,English Breakfast Rg,2023-03,229,0.02243118816730336
Lower Manhattan,English Breakfast Rg,2023-04,287,0.023430484121152746
Lower Manhattan,English Breakfast Rg,2023-05,336,0.020772797527047915
Lower Manhattan,English Breakfast Rg,2023-06,364,0.021455938697318006
Lower Manhattan,Espresso Roast,2023-01,4,0.0004849072614862408
Lower Manhattan,Espresso Roast,2023-02,4,0.000506649778340722
Lower Manhattan,Espresso Roast,2023-03,10,0.0009795278675678322
Lower Manhattan,Espresso Roast,2023-04,8,0.000653114539962446
Lower Manhattan,Espresso Roast,2023-05,10,0.0006182380216383308
Lower Manhattan,Espresso Roast,2023-06,10,0.0005894488653109342
Lower Manhattan,Espresso shot,2023-01,140,0.016971754152018428
Lower Manhattan,Espresso shot,2023-02,152,0.019252691576947437
Lower Manhattan,Espresso shot,2023-03,173,0.0169458321089235
Lower Manhattan,Espresso shot,2023-04,230,0.01877704302392032
Lower Manhattan,Espresso shot,2023-05,290,0.01792890262751159
Lower Manhattan,Espresso shot,2023-06,315,0.01856763925729443
Lower Manhattan,Ethiopia,2023-01,12,0.0014547217844587223
Lower Manhattan,Ethiopia,2023-02,10,0.001266624445851805
Lower Manhattan,Ethiopia,2023-03,14,0.0013713390145949653
Lower Manhattan,Ethiopia,2023-04,11,0.0008980324924483631
Lower Manhattan,Ethiopia,2023-05,18,0.0011128284389489954
Lower Manhattan,Ethiopia,2023-06,14,0.000825228411435308
Lower Manhattan,Ethiopia Lg,2023-01,166,0.02012365135167899
Lower Manhattan,Ethiopia Lg,2023-02,130,0.016466117796073463
Lower Manhattan,Ethiopia Lg,2023-03,206,0.020178274071897345
Lower Manhattan,Ethiopia Lg,2023-04,242,0.01975671483386399
Lower Manhattan,Ethiopia Lg,2023-05,280,0.01731066460587326
Lower Manhattan,Ethiopia Lg,2023-06,343,0.020218096080165046
Lower Manhattan,Ethiopia Rg,2023-01,157,0.01903261001333495
Lower Manhattan,Ethiopia Rg,2023-02,180,0.022799240025332488
Lower Manhattan,Ethiopia Rg,2023-03,204,0.01998236849838378
Lower Manhattan,Ethiopia Rg,2023-04,275,0.02245081231120908
Lower Manhattan,Ethiopia Rg,2023-05,321,0.019845440494590416
Lower Manhattan,Ethiopia Rg,2023-06,378,0.022281167108753316
Lower Manhattan,Ethiopia Sm,2023-01,194,0.023518002182082675
Lower Manhattan,Ethiopia Sm,2023-02,146,0.018492716909436352
Lower Manhattan,Ethiopia Sm,2023-03,197,0.019296698991086297
Lower Manhattan,Ethiopia Sm,2023-04,259,0.021144583231284188
Lower Manhattan,Ethiopia Sm,2023-05,333,0.020587326120556415
Lower Manhattan,Ethiopia Sm,2023-06,362,0.02133804892425582
Lower Manhattan,Ginger Biscotti,2023-01,66,0.008000969814522972
Lower Manhattan,Ginger Biscotti,2023-02,63,0.007979734008866372
Lower Manhattan,Ginger Biscotti,2023-03,79,0.007738270153785875
Lower Manhattan,Ginger Biscotti,2023-04,93,0.007592456527063434
Lower Manhattan,Ginger Biscotti,2023-05,109,0.006738794435857805
Lower Manhattan,Ginger Biscotti,2023-06,130,0.007662835249042145
Lower Manhattan,Ginger Scone,2023-01,114,0.013819856952357861
Lower Manhattan,Ginger Scone,2023-02,126,0.015959468017732743
Lower Manhattan,Ginger Scone,2023-03,135,0.013223626212165737
Lower Manhattan,Ginger Scone,2023-04,169,0.01379704465670667
Lower Manhattan,Ginger Scone,2023-05,214,0.013230293663060277
Lower Manhattan,Ginger Scone,2023-06,243,0.014323607427055704
Lower Manhattan,Guatemalan Sustainably Grown,2023-01,7,0.0008485877076009214
Lower Manhattan,Guatemalan Sustainably Grown,2023-02,2,0.000253324889170361
Lower Manhattan,Guatemalan Sustainably Grown,2023-03,6,0.0005877167205406994
Lower Manhattan,Guatemalan Sustainably Grown,2023-04,5,0.0004081965874765287
Lower Manhattan,Guatemalan Sustainably Grown,2023-05,8,0.0004945904173106646
Lower Manhattan,Guatemalan Sustainably Grown,2023-06,7,0.000412614205717654
Lower Manhattan,Hazelnut Biscotti,2023-01,85,0.010304279306582616
Lower Manhattan,Hazelnut Biscotti,2023-02,85,0.010766307789740342
Lower Manhattan,Hazelnut Biscotti,2023-03,109,0.010676853756489373
Lower Manhattan,Hazelnut Biscotti,2023-04,110,0.008980324924483632
Lower Manhattan,Hazelnut Biscotti,2023-05,161,0.009953632148377125
Lower Manhattan,Hazelnut Biscotti,2023-06,159,0.009372236958443855
Lower Manhattan,Hazelnut syrup,2023-01,126,0.015274578736816584
Lower Manhattan,Hazelnut syrup,2023-02,125,0.015832805573147563
Lower Manhattan,Hazelnut syrup,2023-03,148,0.014497012440003919
Lower Manhattan,Hazelnut syrup,2023-04,190,0.01551147032410809
Lower Manhattan,Hazelnut syrup,2023-05,234,0.01446676970633694
Lower Manhattan,Hazelnut syrup,2023-06,248,0.01461833185971117
Lower Manhattan,I Need My Bean! Diner mug,2023-01,11,0.001333494969087162
Lower Manhattan,I Need My Bean! Diner mug,2023-02,16,0.002026599113362888
Lower Manhattan,I Need My Bean! Diner mug,2023-03,22,0.002154961308649231
Lower Manhattan,I Need My Bean! Diner mug,2023-04,26,0.0021226222548779493
Lower Manhattan,I Need My Bean! Diner mug,2023-05,33,0.0020401854714064914
Lower Manhattan,I Need My Bean! Diner mug,2023-06,36,0.002122015915119363
Lower Manhattan,I Need My Bean! Latte cup,2023-01,21,0.002545763122802764
Lower Manhattan,I Need My Bean! Latte cup,2023-02,14,0.001773274224192527
Lower Manhattan,I Need My Bean! Latte cup,2023-03,17,0.001665197374865315
Lower Manhattan,I Need My Bean! Latte cup,2023-04,26,0.0021226222548779493
Lower Manhattan,I Need My Bean! Latte cup,2023-05,29,0.0017928902627511593
Lower Manhattan,I Need My Bean! Latte cup,2023-06,41,0.0024167403477748303
Lower Manhattan,I Need My Bean! T-shirt,2023-01,15,0.0018184022305734028
Lower Manhattan,I Need My Bean! T-shirt,2023-02,5,0.0006333122229259025
